frame_idx,handedness,lm0_x,lm0_y,lm1_x,lm1_y,lm2_x,lm2_y,lm3_x,lm3_y,lm4_x,lm4_y,lm5_x,lm5_y,lm6_x,lm6_y,lm7_x,lm7_y,lm8_x,lm8_y,lm9_x,lm9_y,lm10_x,lm10_y,lm11_x,lm11_y,lm12_x,lm12_y,lm13_x,lm13_y,lm14_x,lm14_y,lm15_x,lm15_y,lm16_x,lm16_y,lm17_x,lm17_y,lm18_x,lm18_y,lm19_x,lm19_y,lm20_x,lm20_y,gesture
0,left,0.0,0.0,-0.34558823529411764,-0.15441176470588236,-0.6102941176470589,-0.4264705882352941,-0.8382352941176471,-0.5882352941176471,-1.0,-0.7352941176470589,-0.35294117647058826,-0.8014705882352942,-0.7426470588235294,-0.8088235294117647,-0.8308823529411765,-0.5808823529411765,-0.7867647058823529,-0.4117647058823529,-0.3088235294117647,-0.7058823529411765,-0.7058823529411765,-0.6691176470588235,-0.8014705882352942,-0.45588235294117646,-0.7941176470588235,-0.27205882352941174,-0.29411764705882354,-0.5882352941176471,-0.6397058823529411,-0.5441176470588235,-0.7279411764705882,-0.3602941176470588,-0.7205882352941176,-0.21323529411764705,-0.27205882352941174,-0.5147058823529411,-0.5514705882352942,-0.4485294117647059,-0.6176470588235294,-0.3014705882352941,-0.6102941176470589,-0.19117647058823528,0
40,left,0.0,0.0,-0.32413793103448274,-0.20689655172413793,-0.6068965517241379,-0.45517241379310347,-0.8413793103448276,-0.593103448275862,-1.0,-0.7172413793103448,-0.3724137931034483,-0.7793103448275862,-0.7379310344827587,-0.7724137931034483,-0.8275862068965517,-0.5655172413793104,-0.7862068965517242,-0.4206896551724138,-0.3586206896551724,-0.6689655172413793,-0.7241379310344828,-0.6413793103448275,-0.8206896551724138,-0.46206896551724136,-0.8275862068965517,-0.30344827586206896,-0.35172413793103446,-0.5379310344827586,-0.6689655172413793,-0.503448275862069,-0.7655172413793103,-0.35172413793103446,-0.7724137931034483,-0.2206896551724138,-0.33793103448275863,-0.4482758620689655,-0.5586206896551724,-0.4,-0.6344827586206897,-0.2896551724137931,-0.6551724137931034,-0.20689655172413793,0
40,right,0.0,0.0,0.291044776119403,0.1044776119402985,0.5970149253731343,0.029850746268656716,0.7910447761194029,-0.029850746268656716,0.9402985074626866,-0.1044776119402985,0.5671641791044776,-0.3208955223880597,0.8134328358208955,-0.40298507462686567,0.9253731343283582,-0.39552238805970147,1.0,-0.3880597014925373,0.4701492537313433,-0.3805970149253731,0.7089552238805971,-0.4253731343283582,0.835820895522388,-0.3805970149253731,0.9104477611940298,-0.3283582089552239,0.3880597014925373,-0.3880597014925373,0.582089552238806,-0.44029850746268656,0.7164179104477612,-0.40298507462686567,0.8134328358208955,-0.3656716417910448,0.3358208955223881,-0.3582089552238806,0.48507462686567165,-0.4552238805970149,0.5746268656716418,-0.4925373134328358,0.6343283582089553,-0.5074626865671642,0
80,left,0.0,0.0,-0.33098591549295775,-0.21830985915492956,-0.6197183098591549,-0.4788732394366197,-0.8380281690140845,-0.6126760563380281,-1.0,-0.7394366197183099,-0.4014084507042254,-0.795774647887324,-0.7464788732394366,-0.7887323943661971,-0.8661971830985915,-0.6126760563380281,-0.8661971830985915,-0.4859154929577465,-0.38028169014084506,-0.6619718309859155,-0.7112676056338029,-0.6197183098591549,-0.8591549295774648,-0.47183098591549294,-0.9295774647887324,-0.323943661971831,-0.3732394366197183,-0.5,-0.6549295774647887,-0.4647887323943662,-0.8098591549295775,-0.3380281690140845,-0.9014084507042254,-0.2323943661971831,-0.352112676056338,-0.3873239436619718,-0.5633802816901409,-0.3380281690140845,-0.6830985915492958,-0.2535211267605634,-0.7605633802816901,-0.19718309859154928,0
80,right,0.0,0.0,0.32608695652173914,0.07971014492753623,0.6159420289855072,0.014492753623188406,0.8043478260869565,-0.028985507246376812,0.9710144927536232,-0.07246376811594203,0.6014492753623188,-0.34057971014492755,0.8405797101449275,-0.38405797101449274,0.9420289855072463,-0.36231884057971014,1.0,-0.34057971014492755,0.5072463768115942,-0.38405797101449274,0.7463768115942029,-0.41304347826086957,0.8695652173913043,-0.36231884057971014,0.9492753623188406,-0.2971014492753623,0.427536231884058,-0.3695652173913043,0.644927536231884,-0.35507246376811596,0.7608695652173914,-0.2826086956521739,0.8333333333333334,-0.2028985507246377,0.38405797101449274,-0.3115942028985507,0.5579710144927537,-0.2753623188405797,0.6521739130434783,-0.21739130434782608,0.717391304347826,-0.13768115942028986,0
120,left,0.0,0.0,-0.3581081081081081,-0.1891891891891892,-0.6283783783783784,-0.43243243243243246,-0.8445945945945946,-0.5675675675675675,-1.0,-0.6824324324324325,-0.39864864864864863,-0.7702702702702703,-0.7297297297297297,-0.7702702702702703,-0.8378378378378378,-0.6148648648648649,-0.8581081081081081,-0.49324324324324326,-0.35135135135135137,-0.6621621621621622,-0.6891891891891891,-0.6216216216216216,-0.8378378378378378,-0.4594594594594595,-0.9121621621621622,-0.30405405405405406,-0.3310810810810811,-0.527027027027027,-0.6216216216216216,-0.5,-0.7635135135135135,-0.3716216216216216,-0.8378378378378378,-0.25,-0.3108108108108108,-0.43243243243243246,-0.5135135135135135,-0.38513513513513514,-0.6148648648648649,-0.2905405405405405,-0.668918918918919,-0.22297297297297297,0
120,right,0.0,0.0,0.3142857142857143,0.09285714285714286,0.6071428571428571,0.03571428571428571,0.8,-0.02857142857142857,0.9285714285714286,-0.09285714285714286,0.6214285714285714,-0.3357142857142857,0.8642857142857143,-0.4,0.9571428571428572,-0.35,1.0,-0.32142857142857145,0.5,-0.4142857142857143,0.7428571428571429,-0.45,0.8642857142857143,-0.38571428571428573,0.9071428571428571,-0.30714285714285716,0.40714285714285714,-0.42142857142857143,0.6071428571428571,-0.4714285714285714,0.7285714285714285,-0.4,0.8,-0.3357142857142857,0.32142857142857145,-0.39285714285714285,0.40714285714285714,-0.5,0.4642857142857143,-0.5571428571428572,0.4928571428571429,-0.6,1
160,left,0.0,0.0,-0.32653061224489793,-0.19047619047619047,-0.6190476190476191,-0.42857142857142855,-0.8435374149659864,-0.5578231292517006,-1.0,-0.673469387755102,-0.3945578231292517,-0.7755102040816326,-0.7482993197278912,-0.7619047619047619,-0.8707482993197279,-0.5850340136054422,-0.8775510204081632,-0.4557823129251701,-0.3741496598639456,-0.6530612244897959,-0.7142857142857143,-0.5986394557823129,-0.8571428571428571,-0.4421768707482993,-0.9251700680272109,-0.29931972789115646,-0.3673469387755102,-0.5102040816326531,-0.6598639455782312,-0.4557823129251701,-0.8027210884353742,-0.32653061224489793,-0.8775510204081632,-0.21768707482993196,-0.35374149659863946,-0.40816326530612246,-0.5714285714285714,-0.3469387755102041,-0.6802721088435374,-0.25170068027210885,-0.7482993197278912,-0.19047619047619047,0
160,right,0.0,0.0,0.34507042253521125,0.1056338028169014,0.6408450704225352,0.08450704225352113,0.8380281690140845,0.035211267605633804,0.9859154929577465,0.014084507042253521,0.676056338028169,-0.29577464788732394,0.9225352112676056,-0.3591549295774648,0.9929577464788732,-0.2746478873239437,1.0,-0.19014084507042253,0.5633802816901409,-0.3380281690140845,0.8098591549295775,-0.34507042253521125,0.9014084507042254,-0.22535211267605634,0.9225352112676056,-0.11267605633802817,0.47183098591549294,-0.323943661971831,0.6901408450704225,-0.28169014084507044,0.7746478873239436,-0.1619718309859155,0.8098591549295775,-0.04929577464788732,0.4154929577464789,-0.2746478873239437,0.5845070422535211,-0.22535211267605634,0.6690140845070423,-0.13380281690140844,0.7112676056338029,-0.035211267605633804,0
200,left,0.0,0.0,-0.44274809160305345,-0.015267175572519083,-0.7557251908396947,-0.1450381679389313,-0.9541984732824428,-0.22137404580152673,-1.0,-0.2595419847328244,-0.6335877862595419,-0.7480916030534351,-0.8320610687022901,-0.7022900763358778,-0.8625954198473282,-0.5419847328244275,-0.8396946564885496,-0.4351145038167939,-0.40458015267175573,-0.7709923664122137,-0.6183206106870229,-0.7175572519083969,-0.6870229007633588,-0.5801526717557252,-0.6641221374045801,-0.4580152671755725,-0.21374045801526717,-0.7022900763358778,-0.4122137404580153,-0.6946564885496184,-0.4961832061068702,-0.5877862595419847,-0.48091603053435117,-0.48091603053435117,-0.06870229007633588,-0.6106870229007634,-0.25190839694656486,-0.6106870229007634,-0.3282442748091603,-0.5419847328244275,-0.3282442748091603,-0.4580152671755725,0
