frame_idx,handedness,lm0_x,lm0_y,lm1_x,lm1_y,lm2_x,lm2_y,lm3_x,lm3_y,lm4_x,lm4_y,lm5_x,lm5_y,lm6_x,lm6_y,lm7_x,lm7_y,lm8_x,lm8_y,lm9_x,lm9_y,lm10_x,lm10_y,lm11_x,lm11_y,lm12_x,lm12_y,lm13_x,lm13_y,lm14_x,lm14_y,lm15_x,lm15_y,lm16_x,lm16_y,lm17_x,lm17_y,lm18_x,lm18_y,lm19_x,lm19_y,lm20_x,lm20_y,gesture
40,left,0.0,0.0,0.3431372549019608,-0.0196078431372549,0.6176470588235294,0.1568627450980392,0.803921568627451,0.35294117647058826,0.9411764705882353,0.5294117647058824,0.3431372549019608,0.6470588235294118,0.5882352941176471,0.9411764705882353,0.7549019607843137,1.0,0.8725490196078431,1.0,0.19607843137254902,0.7156862745098039,0.5392156862745098,0.8431372549019608,0.6862745098039216,0.696078431372549,0.7156862745098039,0.5686274509803921,0.12745098039215685,0.696078431372549,0.45098039215686275,0.7745098039215687,0.5686274509803921,0.6372549019607843,0.5882352941176471,0.5294117647058824,0.10784313725490197,0.6764705882352942,0.3431372549019608,0.7156862745098039,0.4411764705882353,0.6274509803921569,0.47058823529411764,0.5196078431372549,0
40,right,0.0,0.0,-0.2231404958677686,0.19008264462809918,-0.33884297520661155,0.512396694214876,-0.4380165289256198,0.7851239669421488,-0.5454545454545454,1.0,-0.08264462809917356,0.8512396694214877,-0.4380165289256198,0.9173553719008265,-0.6115702479338843,0.7603305785123967,-0.6859504132231405,0.6363636363636364,-0.008264462809917356,0.8429752066115702,-0.38016528925619836,0.859504132231405,-0.5619834710743802,0.6859504132231405,-0.6446280991735537,0.5289256198347108,0.008264462809917356,0.7603305785123967,-0.32231404958677684,0.768595041322314,-0.48760330578512395,0.6198347107438017,-0.5785123966942148,0.4793388429752066,0.0,0.6694214876033058,-0.24793388429752067,0.7107438016528925,-0.38016528925619836,0.6115702479338843,-0.4628099173553719,0.5289256198347108,0
80,left,0.0,0.0,0.308411214953271,0.028037383177570093,0.5700934579439252,0.21495327102803738,0.794392523364486,0.3925233644859813,0.9906542056074766,0.5514018691588785,0.3177570093457944,0.7009345794392523,0.5794392523364486,0.9532710280373832,0.7476635514018691,0.9906542056074766,0.8598130841121495,1.0,0.21495327102803738,0.719626168224299,0.5607476635514018,0.8317757009345794,0.7102803738317757,0.7009345794392523,0.7476635514018691,0.5981308411214953,0.17757009345794392,0.6822429906542056,0.4953271028037383,0.7383177570093458,0.6074766355140186,0.6261682242990654,0.6542056074766355,0.5327102803738317,0.16822429906542055,0.6355140186915887,0.40186915887850466,0.6728971962616822,0.5046728971962616,0.5794392523364486,0.5514018691588785,0.4766355140186916,
80,right,0.0,0.0,-0.232,0.184,-0.336,0.512,-0.432,0.784,-0.52,1.0,-0.016,0.824,-0.408,0.872,-0.576,0.704,-0.616,0.592,0.064,0.8,-0.36,0.816,-0.536,0.624,-0.592,0.464,0.072,0.712,-0.312,0.736,-0.448,0.576,-0.504,0.432,0.056,0.64,-0.224,0.688,-0.312,0.576,-0.352,0.496,
120,left,0.0,0.0,0.2894736842105263,0.043859649122807015,0.5175438596491229,0.22807017543859648,0.7105263157894737,0.39473684210526316,0.8947368421052632,0.543859649122807,0.3508771929824561,0.6666666666666666,0.5789473684210527,0.9035087719298246,0.7368421052631579,0.9736842105263158,0.8421052631578947,1.0,0.24561403508771928,0.6491228070175439,0.5350877192982456,0.7807017543859649,0.7192982456140351,0.7192982456140351,0.8245614035087719,0.6842105263157895,0.21052631578947367,0.5964912280701754,0.4649122807017544,0.6666666666666666,0.6140350877192983,0.5964912280701754,0.7017543859649122,0.543859649122807,0.19298245614035087,0.5526315789473685,0.39473684210526316,0.5964912280701754,0.5087719298245614,0.5526315789473685,0.5877192982456141,0.4824561403508772,0
120,right,0.0,0.0,-0.3247863247863248,0.2222222222222222,-0.5384615384615384,0.5641025641025641,-0.6752136752136753,0.8290598290598291,-0.7264957264957265,1.0,-0.15384615384615385,0.9316239316239316,-0.6153846153846154,0.9230769230769231,-0.6752136752136753,0.7008547008547008,-0.5982905982905983,0.5811965811965812,-0.05128205128205128,0.8717948717948718,-0.5555555555555556,0.8461538461538461,-0.6239316239316239,0.6153846153846154,-0.5641025641025641,0.4700854700854701,-0.017094017094017096,0.7777777777777778,-0.4700854700854701,0.7435897435897436,-0.5555555555555556,0.5470085470085471,-0.5128205128205128,0.4188034188034188,-0.017094017094017096,0.6666666666666666,-0.36752136752136755,0.6666666666666666,-0.4188034188034188,0.5299145299145299,-0.36752136752136755,0.4444444444444444,0
160,left,0.0,0.0,0.3,0.06363636363636363,0.5363636363636364,0.2636363636363636,0.7272727272727273,0.43636363636363634,0.9,0.5727272727272728,0.37272727272727274,0.6727272727272727,0.6181818181818182,0.9090909090909091,0.7636363636363637,0.9636363636363636,0.8636363636363636,1.0,0.2545454545454545,0.6727272727272727,0.5454545454545454,0.7909090909090909,0.7181818181818181,0.7272727272727273,0.8181818181818182,0.6636363636363637,0.20909090909090908,0.6272727272727273,0.4909090909090909,0.6818181818181818,0.6181818181818182,0.6,0.7,0.5181818181818182,0.2,0.5909090909090909,0.4,0.6181818181818182,0.5181818181818182,0.5545454545454546,0.5909090909090909,0.4636363636363636,0
160,right,0.0,0.0,-0.24031007751937986,0.26356589147286824,-0.3875968992248062,0.5813953488372093,-0.5116279069767442,0.8294573643410853,-0.5891472868217055,1.0,-0.023255813953488372,0.875968992248062,-0.4263565891472868,0.8837209302325582,-0.5968992248062015,0.7364341085271318,-0.6666666666666666,0.627906976744186,0.03875968992248062,0.8372093023255814,-0.40310077519379844,0.8062015503875969,-0.5581395348837209,0.6201550387596899,-0.6124031007751938,0.46511627906976744,0.03875968992248062,0.751937984496124,-0.35658914728682173,0.7209302325581395,-0.4728682170542636,0.5658914728682171,-0.5038759689922481,0.4263565891472868,0.023255813953488372,0.6589147286821705,-0.2868217054263566,0.6589147286821705,-0.3488372093023256,0.5736434108527132,-0.3488372093023256,0.5038759689922481,0
200,left,0.0,0.0,0.3055555555555556,0.07407407407407407,0.5740740740740741,0.25925925925925924,0.8055555555555556,0.4074074074074074,1.0,0.5092592592592593,0.4166666666666667,0.6666666666666666,0.6944444444444444,0.8888888888888888,0.8611111111111112,0.9259259259259259,0.9722222222222222,0.9629629629629629,0.32407407407407407,0.6759259259259259,0.6388888888888888,0.7777777777777778,0.7962962962962963,0.6851851851851852,0.8888888888888888,0.6018518518518519,0.28703703703703703,0.6296296296296297,0.5555555555555556,0.6666666666666666,0.6851851851851852,0.5833333333333334,0.7592592592592593,0.49074074074074076,0.2777777777777778,0.5740740740740741,0.48148148148148145,0.6018518518518519,0.5833333333333334,0.5370370370370371,0.6574074074074074,0.4444444444444444,0
200,right,0.0,0.0,-0.2831858407079646,0.21238938053097345,-0.504424778761062,0.5752212389380531,-0.6548672566371682,0.8407079646017699,-0.7522123893805309,1.0,-0.07079646017699115,0.9469026548672567,-0.5575221238938053,0.9646017699115044,-0.7079646017699115,0.7610619469026548,-0.7345132743362832,0.6017699115044248,0.017699115044247787,0.8761061946902655,-0.48672566371681414,0.8761061946902655,-0.6460176991150443,0.6460176991150443,-0.6991150442477876,0.46017699115044247,0.035398230088495575,0.7699115044247787,-0.4336283185840708,0.7610619469026548,-0.5663716814159292,0.5663716814159292,-0.5929203539823009,0.40707964601769914,0.02654867256637168,0.672566371681416,-0.336283185840708,0.6902654867256637,-0.4247787610619469,0.5752212389380531,-0.415929203539823,0.4690265486725664,0
